0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,target
-0.449389778,-0.274960335,-0.696028113,-0.108639903,-0.391291724,0.89418173,0.894017442,-0.051638779,-0.120815322,-0.53989633,-0.100525137,-0.573423096,-0.781642001,-0.503453344,0.007009624,-0.666529862,-0.349090162,-0.709254686,-0.240448986,-0.632239381,0.111100697,0.980251169,0.564360515,-1.021404631,-2.292274304,-0.105527578,1.080445174,0.863255147,-1.03818491,1
-0.317954517,-0.401929271,1.090786732,-2.126072421,0.14299958,-0.171120304,0.577216719,-0.153181408,1.804594415,0.363087808,-1.583538154,0.476564018,-0.804652829,0.468657686,-0.345552047,0.781667717,0.196261283,0.389677717,-1.248678815,-0.280737375,-0.060796921,0.809877054,-0.049882143,0.233980693,-0.173709033,1.243647569,0.337471099,0.886630721,-1.263619202,0
-1.126663521,0.342779745,-1.072854172,0.990452507,-0.720683585,-1.104079804,-0.922648826,0.707464667,-1.280784027,-1.246736191,1.419183056,-1.251688237,-0.355161687,-1.403995417,-0.169215388,-1.249433037,-1.402070013,-1.196491772,1.008812385,0.075165984,0.311655331,-0.306064695,0.225520391,-0.739350604,0.64721145,1.33100526,1.433985905,-0.371161355,0.260805604,1
-0.10943293,0.94420561,-1.052581028,1.512452478,0.206824574,-1.117848312,-0.359727129,0.238798361,-1.34990599,-0.803820666,1.126762582,-1.017432478,0.319794157,-1.555741607,0.889464491,-0.469790129,-0.139497396,0.442335069,0.372615283,0.647207433,0.118491901,-0.535870312,0.018965758,-1.514973402,-0.044285202,1.131902749,0.541005949,0.294629212,1.099932413,1
-0.22210375,0.365165602,-0.704122713,1.20303294,1.531816018,-1.256866562,0.277462733,-0.161635596,-1.097406868,-0.55958336,1.115371165,-0.882268349,-1.615061823,-1.398079992,0.34375447,-0.047955913,0.634504996,0.811718384,-1.586402225,-0.101424785,-0.029003704,-0.073809058,0.243173541,-0.677917263,2.095231382,1.291557764,0.39038629,-0.164057367,-1.411199839,1
-0.36920326,-0.080164134,-0.720214023,0.233702714,-0.543456886,1.051728416,0.405678678,0.109887805,-0.363991898,-0.739347071,0.270132513,-0.705126531,-0.72946226,-0.808365191,-0.195966935,-0.691144052,-0.435209376,-0.862054633,-1.106804762,0.246329143,0.186009357,0.310005351,0.718760207,-0.759887919,-2.348698809,0.103277158,0.938509987,0.775067691,-1.039508529,1
0.711627908,0.407293779,-0.768499108,1.188148749,0.318244306,-1.05604041,-0.097817501,-0.065541554,-0.836021911,-0.55949209,0.625123431,-0.961653338,-1.652861365,-1.237335215,-0.713238319,-0.404396234,-0.319989298,-0.262524313,-1.559549464,0.145539032,0.071891815,-0.391805111,-0.125976463,-0.403008169,0.753509547,0.493887596,0.66601599,0.824022115,0.190379243,1
-0.024193325,0.012621209,-0.075382039,0.342188863,0.209233012,0.335515139,-0.066574735,0.014637034,-0.349481205,-0.217021587,0.509323679,-0.238270165,0.68408078,-0.603682488,-0.517699113,-0.142877283,-0.381677113,-0.052941285,-0.508542841,0.049199916,0.061724303,0.096810321,-0.468172189,-1.2270167,0.90867587,0.051640317,0.249459738,0.434651908,-0.896901578,1
-0.246768548,-0.153549268,1.673480657,-0.643038129,0.182528376,0.35448299,0.916061404,-0.266157634,0.801793231,1.024213004,0.008468261,1.067429693,-0.450448369,0.43469015,-1.023609853,0.220076637,0.328210286,0.195912511,0.28643482,-0.042894784,-0.208184138,-0.149563579,-0.289826225,1.211100119,-0.298452581,0.264894685,-0.652600203,-0.503029322,-1.714740662,0
-0.307616989,-0.188834564,0.020939777,0.252292279,-0.424506471,0.324092679,0.084487182,0.010794213,-0.203174092,-0.375569516,-0.038856468,-0.273061113,1.400044956,-0.581238837,-0.161499161,-0.707467152,-0.307364051,-0.37905754,1.186852435,0.702414396,0.105939267,0.270013279,0.424601502,0.48007612,-0.027046707,1.341819489,0.204730897,0.478578161,0.153910359,1
-1.706172663,2.605520601,-1.206877681,0.504437798,-0.951615117,3.222381817,-2.306932261,-6.029695999,0.273115441,-0.700372881,0.991239146,-0.708464989,-1.892818778,-1.183637183,-0.288478921,-1.231559796,-0.723495519,-0.991872219,-0.169494249,-4.118386154,8.084852631,-6.450657575,6.359710144,-1.075428962,0.350308278,-0.240527356,1.533694826,2.15756577,1.488124167,1
-0.393933471,0.425757003,-0.722345695,0.417567953,-0.188265962,-0.023918932,0.279523071,-0.347380624,-0.4246706,-0.71385452,0.369063423,-0.76283644,-1.147068175,-1.040924235,0.700602425,-0.404326743,-0.054308532,0.21364027,0.181880253,0.01802835,-0.28747605,-0.009395415,0.126680577,-0.299222269,0.39333167,-0.921415964,0.303896275,-0.388690108,0.505303768,1
-0.022463392,-0.389006986,2.215999465,-0.255890071,-0.032698846,0.466493844,0.45446853,-0.115661811,0.647279185,0.413070575,-1.261664015,0.52526889,-0.256895946,0.538616318,0.617730054,0.299896399,0.515293862,0.4202075,0.657274313,0.125796351,-0.073752562,0.157599373,0.127035456,0.8935232,-0.839235745,0.862659946,-0.098414022,0.276530802,0.02255706,0
-0.250348706,0.119997663,-0.016561864,-0.06697536,0.072021319,-0.337487864,-0.057693963,0.025634161,-0.359966532,-0.440313469,0.585483157,-0.589196544,-1.448398474,-0.536959178,-0.118594479,-0.393606685,-0.625870325,-0.105068215,-0.115357182,0.086835252,0.111013889,-0.014432214,-0.268783415,-0.362624344,0.371088569,-1.052316322,0.429595257,0.574529443,0.56786789,1
0.10006515,-0.302195281,1.050812625,-1.001693616,0.15695006,0.628705413,0.45988142,-0.13160201,-0.289188986,0.663925966,0.086253878,0.562915945,0.519875676,0.184542813,-0.164386669,0.89824578,1.097580206,-0.152081327,1.234382361,0.097171509,-0.059659301,0.30096563,-0.131729723,-0.615757969,-0.783781245,-0.509370733,-0.153127672,0.240473989,-0.454461672,0
-0.251407348,-0.611823723,0.154170343,-0.935533885,1.515445443,0.915275667,0.556605857,-0.048104853,0.520082148,0.40786756,0.013107494,0.919742449,-0.480334119,0.362903004,0.051896529,0.345835658,0.75933873,-0.199812111,-0.929100158,-0.703970143,-0.252945577,-0.364283326,1.21590411,-1.551076744,-0.71114765,0.556962473,-0.009894819,-0.109344734,0.168775063,0
0.159688274,0.71962734,-0.815734132,1.307675039,0.60596908,-1.711709254,-0.014299788,-0.111535127,-0.794232907,-0.915930764,1.319065841,-1.359309962,-0.241204393,-1.369656789,-0.783874504,-0.359254659,0.102581721,0.395452431,-2.04288772,0.331570415,0.044787503,-0.569379403,-0.565655108,0.24338392,2.465953299,1.062023277,0.730448465,1.145301632,1.316332572,1
0.016173607,-0.038214523,0.013036964,-1.484140149,0.978100418,-0.05862237,1.093590221,-0.2054473,0.43386187,0.748068864,-0.764861994,0.536757556,-0.807405539,1.277805425,-0.760407797,0.370524823,0.158391699,0.699154139,0.207653733,0.016110576,-0.041617448,0.67256408,-0.383119374,-1.738892904,-0.266713804,0.342887821,0.519431163,0.810551618,-0.652909163,0
0.924798168,-0.290382152,0.655828187,0.072859742,0.289359592,0.503845653,0.432202301,-0.12409964,0.173760574,0.676165822,0.121909265,1.50989396,0.172307751,0.521646288,-0.613686402,0.597674848,0.545220051,0.114507556,-0.748847665,-0.308072539,-0.153543352,-0.25709772,-0.006682297,0.131739284,0.579206852,0.182413929,-0.230554493,-0.055984791,-1.444041776,1
-0.186500125,-0.212129216,0.851178224,-0.116035422,0.036653398,0.969717451,0.750582564,-0.029232224,0.115428381,0.453837359,-0.313170595,0.988353169,-0.67269973,1.109997457,-0.453947861,0.11320903,0.596814543,0.361157449,0.716283681,-0.261093245,-0.068387435,0.205219778,-0.065214763,-0.513914357,-0.29022235,-0.573434189,-0.236205223,-0.098567538,1.345223882,0
-0.517724644,-0.284807081,-1.008492208,1.589821329,1.793039925,-1.784838936,-0.089174441,-0.023915735,-0.9039178,-0.305798553,1.313326418,-0.733384162,-0.750721002,-1.366619538,0.70172241,-0.061031696,0.791602382,1.249020929,-0.175297328,-0.795903524,-0.042654348,0.605521443,2.781762623,-0.851286597,-0.600778061,1.243800678,0.387901591,1.291637834,0.583671844,1
-0.592073277,0.42508,-0.25089784,-1.019759766,-0.01686825,-0.075238434,0.207537922,0.289657929,0.60049162,0.965221922,-0.70064616,1.736611592,0.280752072,1.917836249,-0.287216212,0.620900677,0.389070008,0.945620429,0.026582513,-0.082348434,0.061856718,1.1998407,0.147881716,-0.914565748,-0.761232841,-0.50908166,-0.252651361,0.077241309,1.630677653,0
-0.060367804,0.197618222,-0.371696624,-0.451591039,0.640266423,-0.298105763,0.27134302,-0.026331013,-0.393592299,-0.392810994,0.392697955,-0.184749454,0.254501144,-0.527874684,-1.149866746,-0.123861,-0.140832765,0.21240896,0.027669344,-0.013069241,0.049618894,0.119412594,-0.377788616,-0.005737872,0.499000683,1.006081771,0.043698792,0.250634333,0.712778169,1
-0.393746499,-1.08293681,1.449030392,-2.115052587,0.539911688,1.045511572,0.317272363,0.023715546,0.002906767,0.499497858,-0.237890752,0.209630747,-1.06957207,0.677912899,0.27655578,1.439687649,0.507566642,-0.472291394,-0.828893341,0.594172048,0.008154388,0.06455608,0.396024739,-2.658450461,0.510805012,-0.615498745,-0.003522749,0.198825272,-0.695672464,0
1.803395133,-0.488706294,-0.088545551,-0.717297186,0.514316466,0.263913968,0.516358266,-0.189465987,0.742853164,0.613829199,-0.327405762,1.608660951,0.352703254,1.030834304,-0.623825985,0.388918348,0.241583587,0.291882016,0.421831806,-0.307559023,-0.153024283,-0.270095589,0.111026684,0.458990431,0.072926507,-0.222149083,-0.30502964,-0.267072883,-1.693363347,0
-0.766492524,-0.041856639,-0.65356005,0.937289091,0.083066721,-1.252168316,-1.005634031,0.254156804,-0.924580048,-1.049174326,1.375768248,-1.297569342,-1.43574162,-1.336042561,0.247451669,-1.552683862,-1.533409988,-1.447928554,1.831534868,-0.001692263,0.292630173,0.038586848,-0.891611143,-0.737550617,-0.599749576,-0.233257907,2.467070965,1.171981269,-1.25229908,1
0.906079225,-0.55065728,0.289730609,-1.031947972,0.11262954,-0.392924798,0.615508829,-0.220453589,1.108544271,0.254329784,-0.477968156,0.827325226,-1.013869086,1.308229453,2.103441999,-0.100689839,0.579595553,-0.054513068,-0.091886894,-0.205373491,-0.058409326,0.191670459,-0.218756081,0.895459063,1.23928799,-1.421133288,-0.226139053,-0.043917992,0.454491824,0
-1.122410672,0.937801754,-1.083026299,0.730486819,-1.061893442,-1.165636552,-0.865227965,0.908097824,-0.739817424,-0.917680436,0.705997289,-1.035559941,-0.070224043,-1.058387806,1.38190223,-1.062419963,-1.06873884,-0.970135558,0.781920003,0.384135245,0.29158073,-0.281401212,-0.108483396,0.129347328,0.597446502,-0.50141393,0.573111763,1.015724833,1.187970422,1
0.943279948,-0.077128859,-0.012388449,0.143209201,0.607108274,-0.129931407,0.529186924,-0.152024954,0.628821805,-0.068614153,-0.190241007,0.207250658,-1.1511634,-0.579080233,0.53149093,1.161502203,2.67153233,1.41163692,-1.21374995,-0.276097668,-0.26185557,-0.781442208,-0.15006356,-0.594831086,0.996218403,-0.73081933,-0.126356118,0.193564863,-0.637745344,1
1.07280014,-0.235528231,0.164058315,-0.243263432,0.697451328,0.527741652,0.517035869,-0.166768672,0.424052111,0.35870416,-1.219117047,0.633288333,1.147148147,0.190220961,1.599459516,0.881645869,0.58099442,0.58111714,-0.583817955,-0.199855006,-0.147069618,-0.179969623,-0.297357271,-2.234029005,1.331885343,-0.496364219,-0.177340985,-0.014583573,0.546766569,0
1.970070091,-1.025956148,0.194524462,-1.448713074,-0.237488854,-0.041495473,0.093607146,-0.194809896,-0.028180011,1.454854085,-1.476277179,0.099386613,-0.13097964,0.527614376,-0.044897816,0.197754619,0.639348592,0.294950497,-0.421993437,-0.6064232,-0.16318513,-0.023595196,0.215927727,-0.186882563,-0.550330669,-0.392037925,-0.221079027,-0.206597649,1.11889947,0
-0.238013301,0.021208322,1.422444365,-0.732151787,0.265821341,0.287857079,0.627418172,-0.035264139,-0.143555773,0.42270802,0.209569153,1.957685685,0.817775205,1.112736954,0.186609809,0.456056033,0.419954763,-0.120065438,-0.100022169,-0.129194561,-0.240098635,-0.997715379,0.015007979,0.423484605,-0.126576254,-0.20125876,-0.231065258,0.000362792,-0.476986316,0
-0.225880978,-0.050607503,1.565375667,-1.01184229,0.249353037,0.814856825,0.379037446,-0.445436261,0.589230807,0.120358973,-1.05050295,0.666393447,0.810781829,0.066681499,0.69283121,1.236821718,0.561148214,0.787456697,-0.6844621,-0.467496883,0.448813287,-0.596448799,-0.256509375,1.121456268,0.361960748,0.999423151,-0.057923823,0.134792421,-1.60403351,0
-1.236665875,0.978195432,-1.06491526,1.607821958,-1.452284999,-1.043468715,-1.567703257,1.150700895,-2.067951124,-1.712448928,1.503202278,-1.669116091,0.874393777,-1.569277421,0.622843449,-2.066392149,-2.337127888,-2.283175618,2.51185101,0.502885202,0.792494942,0.592419552,-0.005806657,1.364893124,0.308460547,0.790922424,1.412675238,0.476225285,0.500072872,1
0.813417142,-0.766739351,0.943549189,-0.423317896,-0.054726554,0.961747425,0.172844819,-0.068195063,0.102804465,0.955714844,-0.008847101,1.371325485,0.254816717,0.707368586,0.098549705,-0.29076838,0.528075073,1.162000556,-1.683107717,-0.575411168,-0.134493322,0.179676548,-0.116545043,-0.490435638,0.431896648,-0.440715137,-0.134266503,-0.017145497,0.738613306,0
-0.212688841,-0.018669093,-0.002035612,-1.518582495,0.967635806,0.02835201,1.202057693,-0.249809784,0.784332926,1.262745262,-0.302944553,0.640437405,-0.828182646,0.987059958,-0.630451573,0.202912849,0.18908055,0.423751336,-0.080651886,0.207456328,-0.082105036,0.752741858,-0.27217894,0.629502264,-0.268422279,0.12593712,0.411298537,0.854610197,1.010170521,0
-0.75073775,0.221627457,-0.289689342,-0.484966226,-0.18929585,-0.786959576,-0.204465526,-0.286600418,0.539976354,-0.436242537,0.618333284,-0.779291651,-1.027721267,-0.928911393,1.624886745,-0.798220391,-0.740229683,-0.750347004,-0.169704874,-0.332623045,0.312480239,-0.417788625,-0.778921297,0.444391443,-0.167712996,-1.10528055,-0.906793855,-0.875573878,0.179544641,1
0.469513603,0.207123084,-0.343732099,-0.067965099,1.921747219,-0.605267206,1.198572153,-0.299097806,1.171792316,-0.335469884,0.418176171,-0.598563548,0.60889456,-0.729198777,-1.148344736,2.037267729,3.849602203,3.487738816,-2.086426282,-0.225005845,-0.327648034,-0.840821988,-0.340597642,0.007753677,0.809959346,-1.776235886,-0.592830915,-0.71690082,1.529094224,1
